token,list of numbers
1she,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
osc,"[3, 0, 0, 0, 1, 0, 1, 0, 1]"
70s,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
dig,"[0, 0, 0, 0, 2, 0, 2, 0, 0]"
spanakopit,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
hearsay,"[0, 0, 0, 0, 1, 0, 0, 0, 1]"
dos,"[3, 0, 3, 0, 3, 0, 1, 0, 6]"
imac,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
bass,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
bowel,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
sludg,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
unisex,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
tulip,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
springtime,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
lug,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
tread,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2013,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
jb,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
8top,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
twoperson,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
dvlb,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
schoolers,"[0, 0, 1, 0, 1, 0, 1, 0, 0]"
calam,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
antijito,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
unknown,"[1, 0, 1, 0, 0, 0, 1, 0, 1]"
10pm,"[3, 0, 0, 0, 2, 0, 3, 0, 1]"
funk,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
electronic,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
indy,"[0, 0, 0, 0, 0, 0, 2, 0, 2]"
douchey,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
immers,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
rudest,"[3, 0, 1, 0, 0, 0, 0, 0, 0]"
ehhh,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
strobe,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
tavern,"[0, 0, 0, 0, 3, 0, 1, 0, 1]"
dang,"[1, 0, 2, 0, 0, 0, 2, 0, 1]"
groovy,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
halifax,"[0, 0, 0, 0, 1, 0, 1, 0, 1]"
dug,"[0, 0, 1, 0, 0, 0, 3, 0, 0]"
cavern,"[0, 0, 0, 0, 1, 0, 2, 0, 0]"
curryinfus,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
someday,"[1, 0, 0, 0, 0, 0, 1, 0, 1]"
charcoa,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
kbbq,"[9, 0, 6, 0, 4, 0, 5, 0, 2]"
unfamili,"[2, 0, 0, 0, 0, 0, 1, 0, 0]"
2599,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
+taxes,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
+tips,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
unrel,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
squit,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
voil\xc3\xa0,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
premarin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
shts,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
mcdonalds,"[11, 0, 0, 0, 6, 0, 2, 0, 3]"
king/columbia,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
unk,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
unskil,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
housew,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
expedit,"[2, 0, 0, 0, 2, 0, 0, 0, 0]"
wack,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
overhead,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
duc,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
laundry,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
thrifty,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
snowflak,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
chuff,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
appal,"[6, 0, 2, 0, 0, 0, 0, 0, 0]"
vow,"[3, 0, 1, 0, 0, 0, 0, 0, 0]"
occur,"[3, 0, 1, 0, 0, 0, 1, 0, 0]"
lying,"[7, 0, 0, 0, 0, 0, 1, 0, 0]"
brac,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
exacerb,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
resort,"[1, 0, 0, 0, 0, 0, 2, 0, 0]"
reconcil,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
delib,"[4, 0, 0, 0, 0, 0, 1, 0, 0]"
juggl,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
behalf,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
medy,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
consol,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
detry,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
psa,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
slowest,"[5, 0, 3, 0, 1, 0, 0, 0, 0]"
anxy,"[4, 0, 0, 0, 0, 0, 1, 0, 0]"
samgyeops,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
kek,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
330,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
battl,"[1, 0, 1, 0, 0, 0, 3, 0, 0]"
parch,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
siphon,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
impend,"[1, 0, 0, 0, 0, 0, 2, 0, 0]"
elud,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
sauce,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
shangha,"[0, 0, 3, 0, 9, 0, 3, 0, 1]"
beid,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
chako,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
bbqs,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
gut,"[1, 0, 0, 0, 1, 0, 2, 0, 0]"
oceanfront,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
opposit,"[0, 0, 5, 0, 0, 0, 0, 0, 3]"
markham/richmond,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
markham/rh,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
10:15pm,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
11:30pm,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
10:30pm,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
unc,"[6, 0, 3, 0, 1, 0, 1, 0, 1]"
toddler/preschool,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
wig,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
condit,"[3, 0, 2, 0, 3, 0, 7, 0, 3]"
recur,"[0, 0, 0, 0, 1, 0, 0, 0, 1]"
pattern,"[0, 0, 0, 0, 3, 0, 0, 0, 0]"
priorit,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
kbbqer,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
kdramas,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1111:30,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
greedy,"[1, 0, 0, 0, 0, 0, 2, 0, 0]"
stapleshap,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
accum,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
scary,"[0, 0, 0, 0, 2, 0, 2, 0, 0]"
english/chinese,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
chineseinflu,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
cloud,"[0, 0, 0, 0, 1, 0, 2, 0, 1]"
decl,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
roof,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
oct,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
immov,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
offset,"[0, 0, 1, 0, 2, 0, 0, 0, 1]"
bul,"[3, 0, 0, 0, 0, 0, 1, 0, 0]"
worm,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
refurb,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
nighttim,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
bedrid,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
hai,"[0, 0, 0, 0, 0, 0, 2, 0, 1]"
nan,"[0, 0, 0, 0, 0, 0, 7, 0, 3]"
boneless,"[2, 0, 1, 0, 0, 0, 2, 0, 0]"
eggdrop,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
passcod,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
bueno,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
junk,"[1, 0, 0, 0, 1, 0, 3, 0, 0]"
14~,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
dining/shar,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
113pm,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
yang,"[0, 0, 0, 0, 1, 0, 0, 0, 4]"
naruto,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
fairy,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
~7,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
~812,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
actual,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
meat/vegetable,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
espc,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
onward,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
10:30am,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
xinjiang,"[0, 0, 0, 0, 0, 0, 2, 0, 1]"
prettyy,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
3:2,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
shreaded,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
36,"[3, 0, 0, 0, 0, 0, 0, 0, 0]"
pregn,"[2, 0, 2, 0, 2, 0, 2, 0, 7]"
sprinkled,"[1, 0, 1, 0, 2, 0, 1, 0, 1]"
pittl,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
moneyw,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
chieck,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
atnosph,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
yuxiangrous,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
toronto/markham,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
modestlys,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
scrubber,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
duhh,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
purit,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
homesick,"[0, 0, 1, 0, 0, 0, 0, 0, 1]"
midhigh,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
slt,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
clay,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
coldest,"[0, 0, 0, 0, 0, 0, 1, 0, 2]"
borscht,"[0, 0, 0, 0, 0, 0, 0, 0, 4]"
pelmen,"[0, 0, 0, 0, 0, 0, 1, 0, 2]"
ceram,"[1, 0, 1, 0, 0, 0, 0, 0, 1]"
a++++,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
moksh,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
yog,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
spazz,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
ukrain,"[0, 0, 0, 0, 2, 0, 0, 0, 1]"
calm/,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
pierog,"[0, 0, 0, 0, 1, 0, 3, 0, 3]"
bakery/,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
ukr,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
attest,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
borsch,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
borsht,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
obsc,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
unrespond,"[1, 0, 1, 0, 1, 0, 0, 0, 2]"
squad,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
plzexpandtotoronto,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
425,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
hun,"[0, 0, 0, 0, 1, 0, 1, 0, 2]"
neglig,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
cleany,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
whichev,"[0, 0, 0, 0, 0, 0, 2, 0, 3]"
slack,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
slurp,"[0, 0, 1, 0, 0, 0, 2, 0, 0]"
unrely,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
youself,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gluttony,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
jian,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
bing,"[0, 0, 1, 0, 1, 0, 1, 0, 2]"
soupbas,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
instestin,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
finiah,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
10x,"[0, 0, 0, 0, 3, 0, 1, 0, 0]"
nonas,"[0, 0, 2, 0, 1, 0, 0, 0, 0]"
fetch,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
clut,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
americanzy,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
mandy,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
foodw,"[1, 0, 2, 0, 1, 0, 0, 0, 1]"
hitormiss,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
youtub,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
guan,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
laurelwood,"[0, 0, 0, 0, 0, 0, 5, 0, 0]"
foodslik,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
poorest,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
catchup,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
chuckl,"[1, 0, 2, 0, 1, 0, 0, 0, 0]"
peculi,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
ow,"[2, 0, 0, 0, 1, 0, 2, 0, 1]"
atyp,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
eek,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
vivid,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
panda,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
decend,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
wayyy,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
breakfast/snack,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
blandw,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
sichu,"[0, 0, 0, 0, 0, 0, 0, 0, 2]"
8th,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
m1,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
yes~,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
m14,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
m13,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
unev,"[0, 0, 3, 0, 2, 0, 1, 0, 0]"
teriayk,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
teriaky,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
tianjin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
breadstick,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
cusin,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
oversea,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
ramen+sapporo,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
poboy,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
discern,"[0, 0, 1, 0, 0, 0, 2, 0, 0]"
gumbo,"[0, 0, 1, 0, 2, 0, 2, 0, 0]"
prexma,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
booz,"[0, 0, 0, 0, 2, 0, 0, 0, 2]"
prefac,"[0, 0, 0, 0, 0, 0, 1, 0, 2]"
lunchtime/midlat,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
jab,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
war,"[1, 0, 3, 0, 0, 0, 3, 0, 1]"
belong,"[2, 0, 1, 0, 1, 0, 1, 0, 1]"
gummy,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
fril,"[0, 0, 1, 0, 0, 0, 3, 0, 0]"
bar/pub,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
whiskey/bourbon,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2435,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
shorthair,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
buff,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
jew,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
chan,"[1, 0, 1, 0, 0, 0, 3, 0, 1]"
moscow,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
mul,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
bulg,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
haunt,"[0, 0, 0, 0, 1, 0, 1, 0, 1]"
hiphop,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
gar,"[3, 0, 3, 0, 2, 0, 6, 0, 1]"
rickey,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
greyhound,"[0, 0, 0, 0, 0, 0, 3, 0, 0]"
cheese/meat,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
canap\xc3\xa9,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
timeless,"[0, 0, 0, 0, 1, 0, 0, 0, 4]"
fyi,"[2, 0, 0, 0, 2, 0, 2, 0, 1]"
crystal,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
longtim,"[1, 0, 0, 0, 1, 0, 0, 0, 1]"
multigrain,"[0, 0, 1, 0, 2, 0, 0, 0, 2]"
woodfir,"[0, 0, 1, 0, 0, 0, 1, 0, 1]"
reclaim,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
barn,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
antihom,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
depot,"[1, 0, 1, 0, 0, 0, 0, 0, 1]"
6500,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
tony,"[0, 0, 0, 0, 0, 0, 0, 0, 4]"
convert,"[0, 0, 0, 0, 1, 0, 2, 0, 1]"
barbecu,"[0, 0, 2, 0, 2, 0, 2, 0, 2]"
souffl,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
tang,"[0, 0, 4, 0, 2, 0, 1, 0, 2]"
molass,"[0, 0, 1, 0, 0, 0, 1, 0, 0]"
king/erb,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
bowl/wrapper,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
nonbuffet,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
sifu,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
uncut,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
11+tax,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
princess,"[0, 0, 0, 0, 0, 0, 10, 0, 5]"
twin,"[0, 0, 0, 0, 0, 0, 1, 0, 2]"
vegetarian/veganize,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
atrocy,"[4, 0, 4, 0, 0, 0, 1, 0, 0]"
koreantown,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
defens,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
nur,"[4, 0, 6, 0, 1, 0, 7, 0, 4]"
fry/stewed,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
fu,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
sayit,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
shrank,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
plate/bowl,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
threshold,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
ahhhh,"[0, 0, 1, 0, 0, 0, 2, 0, 0]"
ymmv,"[0, 0, 1, 0, 0, 0, 2, 0, 0]"
owner/chef,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
bermud,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
sowon,"[1, 0, 0, 0, 1, 0, 0, 0, 0]"
suk,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
yuk,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
discont,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
ddukbokk,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
bugolg,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
jeyukbokke,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
tayl,"[1, 0, 0, 0, 0, 0, 0, 0, 1]"
0/5,"[3, 0, 2, 0, 0, 0, 0, 0, 1]"
scarc,"[1, 0, 0, 0, 1, 0, 0, 0, 1]"
1016,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
jeyuk,"[0, 0, 1, 0, 0, 0, 2, 0, 0]"
bogguem,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
util,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
myriad,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
ush,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
yield,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
dej,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
vu,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
mildlyspicy,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
align,"[0, 0, 1, 0, 1, 0, 0, 0, 1]"
bancha,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
dae,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
dissatisfy,"[1, 0, 2, 0, 0, 0, 0, 0, 0]"
kamj,"[0, 0, 3, 0, 0, 0, 0, 0, 0]"
dul,"[1, 0, 4, 0, 1, 0, 2, 0, 0]"
luk,"[2, 0, 3, 0, 1, 0, 0, 0, 0]"
undertrain,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
ladl,"[0, 0, 2, 0, 0, 0, 1, 0, 2]"
foodlevel,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
malays,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
phonom,"[1, 0, 0, 0, 1, 0, 1, 0, 0]"
xl,"[3, 0, 2, 0, 0, 0, 3, 0, 5]"
anoma,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
guarantee,"[0, 0, 0, 0, 1, 0, 0, 0, 2]"
blat,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
task,"[1, 0, 0, 0, 1, 0, 0, 0, 0]"
pp,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
pod,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
chrysanthemum,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
unremark,"[0, 0, 0, 0, 4, 0, 2, 0, 0]"
beo,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
scummy,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
dimend,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
pickel,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
219,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
*i,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
xtra,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
presoak,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
nonpho,"[0, 0, 1, 0, 0, 0, 2, 0, 0]"
221s,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
phu,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
kien,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
dabbl,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
tao,"[2, 0, 3, 0, 2, 0, 0, 0, 2]"
strangers,"[1, 0, 0, 0, 1, 0, 1, 0, 0]"
suey,"[0, 0, 2, 0, 0, 0, 3, 0, 0]"
sqid,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
dishes/,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
slushy,"[0, 0, 1, 0, 0, 0, 1, 0, 2]"
2:30,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
coward,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
handsoff,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
vet,"[1, 0, 0, 0, 0, 0, 1, 0, 0]"
scold,"[4, 0, 0, 0, 0, 0, 0, 0, 0]"
3:00,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
pork/balls,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
se,"[0, 0, 0, 0, 1, 0, 1, 0, 1]"
dau,"[0, 0, 2, 0, 8, 0, 13, 0, 4]"
bo,"[0, 0, 2, 0, 11, 0, 15, 0, 5]"
chu,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
wellappoint,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
fad,"[0, 0, 1, 0, 1, 0, 1, 0, 0]"
swanky,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
wallpap,"[0, 0, 0, 0, 2, 0, 1, 0, 0]"
uniform,"[1, 0, 2, 0, 2, 0, 1, 0, 0]"
offcol,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
altho,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
errand,"[0, 0, 1, 0, 2, 0, 1, 0, 0]"
decor/look,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
815,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
~5,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
asiatown,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
guav,"[0, 0, 0, 0, 0, 0, 2, 0, 1]"
annoyedlook,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
safebet,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
server/waitress,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
displeas,"[6, 0, 3, 0, 0, 0, 0, 0, 0]"
annount,"[1, 0, 0, 0, 1, 0, 0, 0, 0]"
aloud,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
perceiv,"[1, 0, 0, 0, 2, 0, 2, 0, 1]"
ris,"[0, 0, 2, 0, 3, 0, 1, 0, 2]"
hostess/host,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
servers,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
